Comment,Score,Wing,Sentiment
"In her world, everyone is guilty till innocent. I was a security Investigative field for over 33 years. Sure there are basic things to look for but often I've been wrong quite as few times. The facts are what count. If you ask someone a question that you have the facts to, you will pick up a lie immediatley in their answers.",0.7587859,C,neutrally positive
"Amazing how this man stood still for 50 minutes straight. Didn__ blink, Didn__ breathe, did nothing.",0.29078972,C,neutrally negative
"Why yes, I am just watching every possible video containing a moment of Contrapoints. For my mental health",0.35989735,C,neutrally negative
"""And in a sense, the point of transitioning was not 'I feel like a woman, I'm gonna make my outside match my inside', it was like 'I don't feel like a woman and that is distressing to me.'""
THIS I relate to so much, although the other way around as I'm a trans man. I never really resonated with the whole 'I just transition so people will see me as male' because that wasn't the purpose of it for me - it was so that I'd be more comfortable in my own skin. Feeling feminine is distressing to me, feeling masculine is bliss. I'm so happy I'm not the only one to experience this.",0.98255056,C,positive
Will quickly check out contrapoints now! Glad to have been introduced to her here. Useful discussion.,0.77352661,C,neutrally positive
"I will watch anything you__e in Lady Points, I learn more every time. I would love you to talk a bit more about trans men as my son is trans and I value your opinions.
BTW my son started his transition at 15 because he just couldn__ go on living as a girl & it was affecting his mental health. It was nothing to with sexuality which for him hasn__ changed at all only the label is now homosexual instead of straight.",0.83849001,C,positive
This was a good show I think I might subscribe to this channel and maybe even to ContraPoints. Was intellectually simulating. Greatly enjoyed watching.,0.98638594,C,positive
"(10:38) ""I know much more.. trans lesbians who transition in their late teens or early 20s.  It's getting more and more common as.. the awareness that a trans lesbian is something you can even be.  So I think part of the reason for these kind of 'clusters' could well have to do with the fact that, medically and culturally, there was simply only one idea of what a transwoman was, which was: an androphilic person who was very effeminate in childhood, right?  This is the kind of like 'classic' story about what it means to be a transwoman. So I think people who don't fit that theory, at least historically, have had a much harder time transitioning, or have had a much harder time reaching the conclusion themselves that they should transition or could transition.""

This right here. <3",0.58243382,C,neutral
"william black is straight frozen. great video, introduced me to contrapoints who is the greatest",0.97981846,C,positive
"thank you so much, both of you, for this vid. i learned new insights. 

one of them being not even content but format related: listening to this really made me realise antagonistic formats are REALLY advantageous to people who are rude and disingenuous and don't have anything much of substance to back up what they claim. 

this was a joy for me to listen to. thx again.",0.97837502,C,positive
"I may be wrong, but it seems to me that a smaller group needs to be heard and considered more than the larger group who already has a voice in the public arena. The smaller group could easily be pushed into a corner and disregarded due to an attitude of ""there aren't enough of them to really worry about anyway."" Those marginalized groups do need to be considered as a group. Otherwise they are not only affected as a group, but also as individuals. It's easier to care about that one person we know, who has been affected by injustice. See an upcoming event related to the criminal justice system that I am working on, as an example. It's not that it is so difficult to consider the rights, and maybe more importantly the needs of a marginalized group. It's that it is just so easy not to.",0.77986372,C,neutrally positive
"25:10 OMG before I transitioned to male, i felt like I was always on giant swells of (often unwanted/unrealistic) romantic possibility and attraction, and i was very pleasantly surprised to find it was over when I transitioned! Dealing with superficial male horniness is a little pesky at times, but doesn't bother me. I just like that we both left an unwanted turbulent ocean when we transitioned!",0.52672964,C,neutral
"Natalie's ""Autogynephilia"" video is the most intelligent video I have ever watched. Her most entertaining was the ""Tiffany Tumbles"" one which is soooo funny. They (whoever 'they' are) should give awards for these most creative and smart works of art.",0.94880348,C,positive
"I think there__ an interesting difference in the conversation and attitude of white straight male atheism- and the atheism of pretty much every other group of individuals.
I think that when you are distant from the real harm and vulnerability caused by unjust systems- like __udeo-christian values_- it__ easy to simply not engage with the complex and unpleasant aspects- and just dismiss the whole discussion on terms of __illiness_-
And I think that attitude when carried forward into any other discussion can make it tempting to just dismiss prematurely the subjects they are meant go be engaging with.

- and this leap is something I don__ see as often with people whose objection to religion falls more on where those doctrines or morals have personally failed them.",0.55349159,C,neutral
"Interesting video and I would like to say thank you for having  these kind of conversations, there aren't enough on the internet right now.

I don't understand however the idea that 'autogynephilia' is wrong or false. As someone who experiences, to the fullest extent of my sexuality (there is nothing else which stimulates me), completely asexual (anoloerotic) autogynephilia saying that it is ""wrong"" makes no sense to me. Saying that it does not describe you, absolutely fair enough, but just because it does not describe one person doesn't mean it doesn't describe another. If the intention of the statement was ""not all transgender people are autogynephilic"" then that makes more sense to me, as there are cleary some who aren't. 

The difference between me, and other autogynephilic people is that I have managed to retain a lot of self appreciation and contentment in being male outside of a sexual context. If you over indulge in porn or act as female too much outside of a sexual context it will cause you gender dysphoria (which I have experienced a large amount of in my life time). Naturally, gender dysphoria is absolutely gonna be the main driving force behind transgenderism. The point Blanchard is trying to make (in my opinion) is that many people who become transgender are doing so due to gender dysphoria brought on by autogynephilic actions. 

I don't know why people dislike the term autogynephilia. I am happy to embrace it, it's who I am and I am not harming anyone being so. If you claim that it is ""invalidating"" or ""used as an insult"" then that is your own personal issue, please do not try to take away the word from people who are comfortable in their own mind by telling people who cannot possibly relate that science is lying to them, it's not ""wrong"" for a lot of us.",0.85562873,C,positive
"This is definitely not every trans woman, only Contra's personal opinion and/or journey.",0.69546682,C,neutrally positive
"I would ask what percentage of the population has to be affected before someone should start to care. Does that percentage change depending on the size of the population? Does the person have to be trans in order to be counted, or does it include family and friends who are also affected by a loved one going through difficulty? I'd be surprised if anyone who dismissed these issues because they only affect a small percentage of people had a specific answer to these questions.",0.82460457,C,positive
It also really sucks that so many languages are gendered from the out set in addition to just our customs and way of using language.,0.50411409,C,neutral
"Hm. I want Contra to speak more about how she views gender. I'm trans, and the idea that I was *ever* a man is alien to me. I just didn't experience the world that way. Maybe it's more a difference of individual experience.",0.76050061,C,neutrally positive
I need MORE OF THIS,0.90246755,C,positive
So excited for this!,0.87192297,C,positive
The doctor literally broke the man__ heart into pieces. And played with it.,0.54335517,C,neutral
I love how the doc immediately just starts bouncing it on the table,0.45702106,C,neutral
"""This is your heart""
""Wtf put it back""",0.62308949,C,neutrally positive
"""A condition where protein builds up in the heart""

Bodybuilders: My time has come.",0.86667126,C,positive
"*gets new heart*
Credit card: *declines*
Doctors: alright, we're gonna have to take that heart back.",0.62697923,C,neutrally positive
"Can we just give a moment of silence to the person whose heart is inside the man

R.I.P. kind person",0.81446004,C,positive
"There's something very surreal about the thought of seeing and holding your own heart, and just knowing that you should be dead, we live in truly strange and amazing times. Seeing him holding his heart, and posing for that picture, I dont know, I don't want to say I was disturbed but I can't find a better word at the moment. What a mind bender.",0.3426753,C,neutrally negative
"__e__ traveled from Plano to Dallas_

they make it sound like a long way but it__ like 30 mins",0.67547482,C,neutrally positive
It__ just so sad that he did everything right he took care of his organs before and still got sick. Glad he__ ok now.,0.82876092,C,positive
"""He even fainted in the grocery aisle at Kroger."" Fainting at Walmart or Target is okay, but not at Kroger.",0.61736393,C,neutrally positive
"All jokes aside, RIP kind human being who gave their heart away",0.28005621,C,neutrally negative
"And for the family who has losted a loved one so this man can live, I'm so sorry for your loss",0.90042192,C,positive
i love how he can keep a smile on his face after everything he__ been through <3,0.5379684,C,neutral
if there is ever an appropriate time to cry it's while literally looking at your own heart. This is beyond amazing.,0.97740734,C,positive
"What the actual F, the man is looking into his actual heart, this is NUTS",0.19511484,C,negative
This is so heart touching.,0.96551037,C,positive
"__heck this out, you can play basketball with this thing._ Dribbles heart around the room.",0.48091653,C,neutral
When he touched his heart... that was really heartwarming,0.95118654,C,positive
His so lucky that someone donated a heart to him.,0.89809465,C,positive
"can every one just take a moment to thank your organs especially ur heart because it beats 24/7 for decades with out getting tired, and if it does, it keeps on trying so u can live ur life. so coming from a 14 yro kid,  thats saying something. 









also i also live in dallas",0.60982472,C,neutrally positive
"PA gave very little thought as to how his behaviour would impact the institution of the monarchy and his own mother, the Queen. He seemed to be blinded by entitlement, arrogance and a belief his royal status allowed him to act with impunity. No one is above the law.",0.6970765,C,neutrally positive
"I don__ think it__ fair to accuse the Queen of having dealt Andrew a blow - it is he, Andrew that has brought shame and dealt HER a blow! She has been put in to a situation where she had no choice! And I think she did the right thing! If Prince Philip were alive now_¦â.Holy Cow!",0.28737074,C,neutrally negative
"I think it is possible that his mother, who also is the Queen of England, may have looked him in the eyes (as only a mother can do) and asked him if the allegations are true and he could not deny it to her.....a mother knows.",0.69216776,C,neutrally positive
"What's devastating? Poor interview, this guy was given everything from youth. He didn't really earn anything.",0.16377857,C,negative
I can't stand the creep. I do feel for his daughters and im sorry this must be so painful for them ___,0.59820724,C,neutral
"What was he thinking, if there were young girls there his duty as a leader and a father was to report it to the authorities
He failed in the worst way to his country and his family
Now he must stand up and face the consequences",0.78910971,C,neutrally positive
"I now know why the monarchy believes so much in __ever complain, Never explain_",0.75374317,C,neutrally positive
"The least of his problems is loosing his ""titles"". The case is going to court, and why? Because Virginia Giuffe wants her day in court and wants to take the prince  down once and for all. He wants to settle, she wouldn't allow it . WATCH!!!",0.42839295,C,neutral
"They removed his honors and duties, because he has been caught.",0.79431707,C,neutrally positive
"I just heard in the news here in the U.S. that the Queen also told PA that he's on his own with regards to a massive settlement he'll have to cough up to not be deposed under oath by one of the best lawyers in America. (Giuffre is being represented by David Boies, one of the best, if not THE BEST, litigator here in the States. PA will be eaten alive if he's cross-examined by this legal shark.) How do we know that PA is on his own and the Queen won't cough up a red cent?  He just sold his $26 million ski chalet in Switzerland. Dear, oh dear--he'll be driven to the poor house by this too. LOL...",0.46119633,C,neutral
"He'll have reacted with anger, no self-reflection at all.",0.60292852,C,neutrally positive
"He'll have to advertise anti- perspirant with the punchline "" it stopped me sweating when the going got tough"" _¤­__",0.65340233,C,neutrally positive
I'm laughing my a*se off at all of this....laughing at Maxwell & Layabout Andrew....justice and closure for the victims is all that matters.,0.15914732,C,negative
"Does any news media ever give any consideration to the alleged victim in this case????? Oh, poor Andrew!!!! You reap what you sow!!!!",0.24832807,C,neutrally negative
"He__ already decided to settle out of court .....he wouldn__ dare go under oath to answer questions from Giuffre__ lawyer, he__ get eaten alive!",0.23767048,C,neutrally negative
In his arroganz he thought he would be untouchable (because he is a Royal) & was playing dumb at this devastatingly moronic interview in which he showed his low intelligence. It is good that - even after centuries - crimes like this are being punished. V.Giuffre is a brave woman. God bless her.,0.20043318,C,neutrally negative
The Queen has great fortitude!,0.69626594,C,neutrally positive
"My beloved grandmother would always say __ell me who your friends are,and I can tell you who you are?",0.53093517,C,neutral
"The grand old Duke of York. When he was up he was up, and now that he's down he's down. And when he could only halfway sweat, well it never slowed him down.",0.8179999,C,positive
"Well earned stripping. That interview he did was simply dreadful and it is unlikely people will ever forget and forgive that. It seems Randy Andy__ behaviors have finally caught up with him. I don__ think the plaintiff is looking for $$$, but time will tell on that.",0.48428202,C,neutral
He's a human being. A great actor. Someone who's grown over the years and calmed down a bit. Thrust fame/power onto anyone and it will change them. Glad to see him doing well and being happy.,0.91163707,C,positive
I love Russell Crowe. He always keeps it real.,0.96516013,C,positive
"Love Crowe, what an actor. Probably the best of his generation. Beautiful Mind is a great example.",0.8791362,C,positive
"Love Russell Crowe.   He__ a tremendous actor and seems as though he__ an all round good guy.  A Beautiful Mind is one of my favorite movies, ever.",0.96710527,C,positive
I love that Russell can  be tough as nails and then be vulnerable.  He takes his movies to another level.,0.98669493,C,positive
I honestly love Russel he is so frank and loyal. I love the way he didn't lie for sensationalism against Tom Cruise. I haven't heard anyone say a bad word about Tom. What he believes is his business and its very clear he doesn't put it on anyone else. Thanks Russel for the honesty. You're a good guy.,0.93321258,C,positive
"Russell seems like a sensible , down-to-earth guy, something to be respected.",0.79904521,C,neutrally positive
"Making movies, making songs and fightin round the world. Russell Crowe is awesome!",0.82971483,C,positive
"Love this guy's acting...tough guy, comedy, romance...he can do it all !!",0.83240098,C,positive
Russell Crowe is one of my most liked actors of all time. Super authentic guy.,0.98749602,C,positive
"I had a Russell Crowe phase when was in college (started with 'A Beatiful Mind' which I still think one of the most touching, brilliantly humane and oddly humble movie I've ever seen) when I was completely infatuated with the man. I remember that now and that crush seems justified. Such an open, upfront and intelligent human being!",0.97904712,C,positive
Every time I see Russell Crowe in interviews I get the impression that he is stand up fellow with a good head on his shoulders and this is no exception.  He even made me think a bit better about Tom Cruise.,0.84480399,C,positive
Always nice to see and/or hear contemporaries speak well of each other.,0.8783465,C,positive
He is and will always be one of my favorite actors.,0.97131246,C,positive
"If you haven't seen Russell in a movie called ""a good year"" you're missing out! Everyone knows his blockbusters, but very few people know this gem of a movie when I mention it.",0.84343982,C,positive
"I will never forget him in ""Master And Commander"". I was initially disappointed to see him as Jack but he grabbed that character out of the books and made it his own. Also his australian accent made him even more complex like in the books.",0.92255694,C,positive
"I love Russell, he tells it how it is",0.80209202,C,positive
"It's always a pleasure listening to great actors, whether you agree with them or not.",0.64324355,C,neutrally positive
"Charles Manson is on record for saying, "" scientologists are insane""",0.66916746,C,neutrally positive
"It's so cool to revisit old hatreds. I had completely forgotten about the existence of both these HuffPo doofuses after leaving that place behind. Years later, I come across them again, and they're still unbearable. Life is grand.",0.86444545,C,positive
"Good to see Lex interviewing more regular people, like his plumber in this case.",0.85895872,C,positive
"""You have a robot on your floor, you interviewed the richest person on the planet yesterday... "" Tim keeping Lex grounded is hilarious.",0.52107674,C,neutral
"Lex's slow, methodical interview style paired with Tim's ""shoot from the hip style"" is wonderful.",0.98303753,C,positive
"Tim has quickly became one of my favorite people to listen to.  He's not afraid to ask questions, poke fun, speak some truth and say something ridiculous with a straight face.",0.86431485,C,positive
"Watching Lex squirm and not agree with the ""politically incorrect"" things Tim says is so fucking funny. __",0.74732298,C,neutrally positive
Thanks Tim and Ben. This was fun!,0.91764224,C,positive
Good to see Tim supporting other creators still on the come up,0.87569761,C,positive
I really have respect for Tim Dillon. He really has a strong sensitivity for lies and that manifests itself beautifully in his humor. That poem at the end has had me laughing for days _¤£_¤£_¤£_¤£,0.92019147,C,positive
"Lex has a HIGH tolerance for being interrupted. Also, hearing Tim try to convince Lex we need a little bit of hate was classic.",0.63657969,C,neutrally positive
i love how these two interact. their personality's and podcasting styles are so different but you can tell they have good enough chemistry that its fun to watch.,0.96430612,C,positive
I'm so proud for Tim & his ability to be so charitable he's willing to have guests with a lower level of intellectual prowess compared to him and entertain their small ideas.,0.65722722,C,neutrally positive
The Bucky__ bit had me rolling.  Tim Dillion being a national treasure is one thing we can all agree on.,0.78470159,C,neutrally positive
Glad Tim held his ground against this suspect podcaster. Lex is a walking conspiracy theory.,0.60360014,C,neutrally positive
Love that these guys are friends.. come from two completely different walks of life; yet create beautiful conversations to listen to,0.93284076,C,positive
"""Chemical depression""

That's american scientific reductionism in action right there. Saying depression is chemical equals to mistaking an identity for a cause. Any mental state, any mood or feeling or thought has a biochemical substrate, and is ""made"" of chemistry. But ""chemical depression"" implies the causal chain that gives rise to the mood pattern is entirely chemical, which is a ridiculous thing to believe, and much more ridiculous to subscribe to as an entire culture. A purely biological etiology for depression is extremely rare, mostly just endocrine dysfunctions or brain damage. All the rest is the eternal and unescapable two-way dance of genes and environment.

However this silly belief helps us accept that, since depression is chemical, the cure must be chemical as well. A cure which we incidentally monetize en masse. Also it keeps us from questioning what in our culture, way of life and material conditions contributes to the epidemic.",0.63818467,C,neutrally positive
"""Fauci didn't even get invited to Epstein's Island, that's how big of a loser he is.""  - Tim Dillon

....DAMN!!! _¤£__ Tim is a straight SAVAGE!",0.57824057,C,neutral
Having Lex sit through the ad reads was the best part.,0.90375668,C,positive
I feel your pain Tim. Lex's all deer in the headlights supreme naivete on certain issues is the problem with AI prototypes. He hasn't downloaded his update yet.,0.55634135,C,neutral
I can tell Tim respects Lex and like the energy he brought to this episode,0.98645312,C,positive
Tim reading that __oem_ made me die from laughter wow I love how the quality of the show never degrades good until the end and sometimes even better as the time goes by,0.89083338,C,positive
"The rudimentary research into space travel at light speed, amounts of solar systems and planets and all that is totally something I recommend people look into to get more accurate numbers, I just did a few google searches with Fringy and checked a couple of websites. It seems I might have underestimated the distances and made a few mistakes that makes it all seem smaller than it is but that would only make the overall point more relevant; 

Light speed just aint gonna cut it, not by a long shot when it comes to travelling between galaxies.",0.48693836,C,neutral
"My favorite part of this movie was when I was daydreaming about watching a different, better movie instead.",0.79721272,C,neutrally positive
"She is absolutely not a realistic and relatable strong female character for several reasons.

1. During her derby race as a kid, she really did need to slow down on the turns. But because she was immature, she ended up nearly break in her neck from bad judgement. Her dad, who not only let her race but also most likely helped her practice, yelled at her for good reason. ""You don't belong out there!"" Translation: ""If you are going to be reckless, you don't need to be doing this.""

2. The group of men mocking her on the obstacle course are heckling her to motivate her. Has no one seen a military movie before? Has no one hung out with a group of men before? EVERYBODY gets heckled and mocked in training, because it's character building. Tough Love. If she was so immature and self-victimizing to realize that she was not the only person being verbally harrassed, she doesn't belong in the military.

3. The message of her being ""too emotional"" is a jab at women being more empathetic and verbally high context. She is not emotional! She is overly sensitive and incapable of taking criticism. That's not emotionality!

4. I have had far more criticism and bullying from other women growing up. I could count on one hand how many times I was bullied by a man on one hand. Half of them were just off color jokes that went too far, and the others was one particular boy who was obnoxious.

5. She is sooooo arrogant! I cringe internally and externally any time she makes an executive decision. Legitimately, if she were a man acting that way, that character would still be a massive jerk. My best example isn't from this movie but in End Game when she tells Rocket from Gaurdians od the Galaxy, ""Earth isn't the only planet that needs help."" Oh, really, Cpt Meh-vel? You're going to to tell the person who has literally been traveling the universe helping different planets, too? This is why mansplaining ia not a thing.",0.0149775,C,negative
"I absolutely hated when in Endgame she essentially said that they lost because she wasn't there, and now because she is, she'll win. her entire character to me is extremely arrogant and not likable at all. there's a difference between a strong character and a complete asshole. and to those who'll say Tony Stark is also an asshole, yes. you're right. But he also has flaws and redeeming qualities that make him human and relatable. Captain Marvel is basically flawless (not a good thing) and has no redeeming qualities at all.",0.52786982,C,neutral
"After a second viewing of the movie. I think I found what made it fall flat for me. One of the first ""superheroes"" I liked was Goku in Dragon Ball and I'll never forget a line he says that speaks to his character and relationship with his power, ""Power responds to a need, not a desire."" With nearly every other Marvel character, we get to spend time with the character before they have power and see that they're responding to a need. It's a really important part of what gets you to bond with that character. With Tony we spend a fair amount of time seeing him in his playboy persona not caring about profiting off war. Until he gets captured in the desert, nearly dies, and watches someone he respected die in front of him because of the weapons trade he was feeding. He becomes Iron Man to balance the scales and take accountability for the part he's played. Steve was always small and frail, getting protected by others, particularly Bucky who Steve views as all the things he wants to be: Strong, selfless, a soldier. So when he gets the power to do so, we see him do just that because the military has become his family and they needed him.  

We don't get to see Cpt. Marvel powerless at all in this movie. We don't spend any time in those scenes they show snippets of that allude to that character development. Like, the scenes of her standing up every time she falls. Those would have been great scenes to show us! Maybe how her Dad never believed in her or she grew up in a town that always told her she couldnt do something because she was a girl. Maybe that's why being a pilot appealed to her,  the slogan ""Higher. Further. Faster."" could have been on a brochure she got in high school or she saw Cpt. Marvel on the news doing something amazing and she wanted to be just like her. Which would have made it even more impactful when she gets to meet and fly with her. We see none of flight school and her overcoming her challenges there...

The problem with superheroes is that you can't relate to them by nature of them being, well, super. The qualities that make them human and the experiences of their life that shapes and drives them are the real substance. They totally bypassed that substance in this movie and it's why it always felt like it's lacking substance. Like I've walked into a series on season 3 and these moments have no weight to me because I've missed the build-up. I don't care that she's OP, I care that in a movie that's supposed to be an origin story, I got no origin. How am I supposed to care for a character that I don't even know?",0.45162886,C,neutral
"Favorite quote from this video is:

__hy didn__ we get a widow movie before you!?_

Aged really well.",0.47955444,C,neutral
Turning Nick Fury__ eye mystery into a joke was the worst decision ever.,0.62235844,C,neutrally positive
"The best part of the movie was when the boy in the go-karting memory gives her proper real advice, then she proceeds to ignore it and flies off the track as one would because physics. And her dad doubles down on her because she doesn't belong. Well, yea if she keeps getting angry and feels the need to rebel at every letter for no reason she probably doesn't belong in any group activity or competition. And what about times she could get severely injured if she ignores the instructions given to her by others?",0.35640994,C,neutrally negative
The fact they put the Stan Lee opening with this film is insulting to me. It should have been the opening credits to Endgame.,0.18035918,C,negative
"There__ a moment I wish you had mentioned in this review cause of how wildly stupid it is. It__ after Plank literally flys through spaceships like paper and tanks the __lanet ending_ explosion, she goes to fight Youngledore and he just shoots plank with a pistol and it full on knocked her to the ground, which suggests that his sidearm is strong enough to level planets",0.19936822,C,negative
"So I have watched this video essay before of course, but I recently watched Captain Marvel with my 5 yo son as we are going through all the Marvel movies... during the movie he says: ""How does she know how to fly all these different ships?"" (as soon as the cat is introduced) ""wait, does the cat scratch out Nick Fury's eye?"" then, during the final big battle, ""Captain Marvel is too powerful, this isn't fun..."" Mauler, if you need an intern my son is ready lol",0.48613378,C,neutral
When he said __et__ just call her plank_ I knew I stumbled upon a gem,0.68648231,C,neutrally positive
That moment when a Youtube video describing a movie is a hundred times more entertaining than the original work.,0.44031072,C,neutral
"""You should think about what example you are setting for your daughter.""
Yeah, the best example. Taking care of your kid is one of the highest responsibilities of a parent, they cant just go out on spacefaring joyrides and missions on a whim.
Who knows when she would return to her daughter, if at all. Do you want the girl to become an orphan?
How is focusing on your child over a risky and potentially lethal mission considered a bad move and a bad example for her daughter to follow?",0.33878869,C,neutrally negative
"The filmmakers wanted to make Captain Marvel ""cool"" by having her be a cocky, super-competent hero who rarely loses, because she's just too cool -- it's like they saw Iron Man 1, and were like ""we want her to be cool like Tony Stark"", but absorbed NONE of the nuances of Stark's character, and just made Captain Marvel an asshole. Here's the difference -- Tony Stark is not JUST an asshole, at least not after the first act of Iron Man 1. He starts out as a real jerk, and he suffers for it. A team of American soldiers get blown and shot to pieces, he gets injured, and, in his attempt to escape, Yinsen is killed. Tony Stark's hubris is not a strength, it's a flaw -- it's why he realizes he needs to shut down those terrorists for good, since they were using his weapons. He shuts down the weapons division of Stark Industries. In Iron Man 2, he's still suffering from the mistakes he and his father made. His recklessness with his suit at the party results in Rhodey knocking him around, and then flying off with the Mark 2 because Tony can't be trusted with his own tech. In Iron Man 3, his arrogance results in Killian's forces blowing up his house, nearly killing Pepper and Maya Hansen.

Iron Man's ENTIRE story arc ends in Endgame, where he makes the ultimate non-selfish sacrifice in snapping away Thanos's army, killing himself in the process. Tony's arrogance may have been funny at times when it wasn't resulting in painful consequences for himself and others, but it was something that was seen as a real flaw.

PLANK, on the other hand, is just Iron Man 1 Tony, without any of the character development or deeper moral bedrock. Stark actually did care about the people around him, despite his arrogance -- Plank, however, shows absolutely zero human empathy. She gets a bit sad with her ""friend"", and is kinda sad about the poor, terrorized Skrulls, but overall, she just had zero empathy, and just walked around blasting shit.",0.1826708,C,negative
"""They show us memories to convince us Plank is human rather than wood."" Best line ever.",0.74593109,C,neutrally positive
She's an Ace pilot and managed to crash every ship we see her in.,0.52372789,C,neutral
This video dissection was even better than the actual movie. Even better; here__ a drinking game. Everytime he says __ou go girl!_ take a shot,0.50564641,C,neutral
The way you shit all over this movie warms my heart. This review is infinitely better than the movie.,0.96113253,C,positive
"I've said it before and I'll say it again, the cat eye scratch thing is even dumber because Fury and Redford's character have a photo where Fury has both eyes during his promotion :/",0.39124182,C,neutrally negative
This episode was also sponsored by NordPass. Get 50% off a 2-year plan + a free month at https://nordpass.com/TMPP or with code __MPP_,0.76627368,C,neutrally positive
"we are literally witnessing a spiritual awakening of an entire family that will impact so many people for the Kingdom of God, this is so amazing, i love it",0.96720034,C,positive
"When my wife told me you became a Christian, Mikhaila, we were really excited to hear it!  We had been praying for you since we had heard about some of your struggles through your dad.  Welcome to the family!  Johnathan's portrayal and perspective on protestants and the reformation is amusing to those of us who are protestants.  __ There are more good parts than he let's on. Thanks for letting the rest of us sit in on your conversation.  God bless you two!  Ephesians 3:14 -21",0.76925635,C,neutrally positive
"Michaela, I loved your excitement when you announced to the entire world that you found God. That was thrilling. It was like a child to find a present that the parent is meeting for them to find. Thank you for sharing your heart",0.92921847,C,positive
Jordan Peterson opened the door and Jonathan Pageau led me through. I'm at the very beginning of the journey and am still scared to open my heart in prayer. If only atheist me from a few years ago had known where clicking on that one video would lead.,0.52621192,C,neutral
"My father was a pedophile and abused me in every way possibly since I was a baby. My mother and family knew, but protected him. He was a police officer. I used to hide away as a small child and talk to God. In my mind he saw me and loved me even though no one else did. No one ever told me about God, there was just a higher power in my childlike mind that took care of my soul while my body hurt. It kept me going throughout the years. My childhood was painful and lonely. I wanted to die everyday. I was bullied in school and tormented at home. I made a promise to myself that one day I would grow up and take care of myself like God wanted me to. So I did. I'm now 31 and married with 3 children and my 4th due in March. I'm happy I am here now. Being a mother has made it all worth it and saved my life.",0.98188251,C,positive
"Congratulations Mikhaila, on becoming a Christian. It makes heart so happy to hear that. May I suggest a book, Gentle and Lowly (The Heart of Christ for Sinners and Sufferers) by Dane Ortlund. I have been a Christian since age 27, 43yrs ago. And it is the best book on our relationship with Christ I have ever read. God bless you and yours sweetie.",0.88001174,C,positive
"Your story sounds a lot like my conversion experience from ten years ago. Suffering, storybook contrivances, answers to prayer, visions and demons. Keep pressing into it, Mikhaila! Follow Christ, and you'll see greater things yet!",0.74610472,C,neutrally positive
This was an encouraging episode. Many have been praying for your family.,0.93793643,C,positive
"He picked me up, turned me around, placed my feet on solid ground_ __",0.76667297,C,neutrally positive
"I cannot recommend reading C. S. Lewis enough. He was such a brilliant writer and even better, he was a good and learned Christian who suffered much.  As far as denominations go, he remains admirably neutral while trying to bring Christians together. Several good choices include: The Screwtape Letters, The Great Divorce and perhaps even A Grief Observed, if you feel like crying for several days straight.",0.76791126,C,neutrally positive
"Isn__ it weird? I just went into my notes and found this. Don__ remember where I copied it from, but I think it is pertinent to this podcast. It__ lovely. Here it is. 
Me: Hello God.
God: Hello...
Me: I'm falling apart. Can you put me back together?
God: I'd rather not.
Me: Why?
God: Because you're not a puzzle.
Me: What about all the pieces of my life that fall to the ground?
God: Leave them there for a while. They fell for a reason. Let them be there for a while and then decide if you need to get any of those pieces back.
Me: You don't understand! I'm breaking up!
God: No, you don't understand. You're transcending, evolving. What you feel are growing pains. You're getting rid of the things and people in your life that are holding you back. The pieces are not falling down. The pieces are putting in place. Relax. Take a deep breath and let those things you no longer need fall down. Stop clinging to pieces that are no longer for you. Let them fall. Let them go.
Me: Once I start doing that, what will I have left?
God: Only the best pieces of yours.
Me: I'm afraid to change.
God: I keep telling you: YOU'RE NOT CHANGING! YOU'RE BECOMING!
Me: Becoming, Who?
God: Becoming who I created you to be! A person of light, love, charity, hope, courage, joy, mercy, grace and compassion. I made you for so much more than those shallow pieces you decided to adorn yourself with and that you cling to with so much greed and fear. Let those things fall off you. I love you! Don't change! Become! Don't change! Become! Become who I want you to be, who I created. I'm gonna keep telling you this until you remember.
Me: There goes another piece.
God: Yes. Let it be like this.
Me: So... I'm not broken?
God: No, but you're breaking the darkness, like dawn. It's a new day. Become!! Become who you really are!!""",0.94935727,C,positive
"For me this was one of the most interesting conversations i've ever seen on you tube.    I am about 4 years ahead/earlier than Michaela in my beginning to try and understand who Christ is and what he is calling me to, but I asked every single one of the questions she asked in this interview.   I feel so blessed to hear Jonathan's careful and wise answers, but also so very grateful to see this process happening in the public square.    I know so many previously atheist sorts who are reconsidering what they thought they knew of God and of Jesus, and these kind of nuanced and careful conversations are speaking to what I think is a huge transformation taking place in our society.

I think of it like this:  our scientific ancestors rejected the version of Christianity they had inherited because it was not coherent with their new understanding of natural processes.   But now we, as their descendants, having experienced a secular world they couldn't have imagined, are realising that something of immense value was lost in that process and are beginning the process of reconciling the past with the present.  The faith that is emerging into open discussions and practice in a new generation has a depth of understanding to it that would not have been possible without going through that temporary separation and rejection of the religious world.",0.98893332,C,positive
Seven times I found myself between a rock and a hard place. Each time I started reading Psalms and the issues cleared up without my lifting a finger. It took seven times but I realized if I would continue reading Psalms maybe I wouldn't fall into these hard times and for thirty years that has held true.,0.83810222,C,positive
"God loves you Mikhalia. 
I am converting to Catholicism myself this year.",0.78933132,C,neutrally positive
"Mikhaila, since you live in the Nashville area, there is a nice Orthodox church in Franklin, TN you could visit. St. Ignatius Orthodox is the name, the service is all English.",0.85075796,C,positive
